id,funcion_principal,subcategoria,establecimiento,funcion_secundaria,programacion,sucursal,sala,direccion,calle,altura,barrio,comuna,latitud,longitud,telefono,mail,web,facebook,twitter,instagram,camara_1,camara_2,redes,punto_de_cultura,otras_redes,capacidad_total,codigo_postal,codigo_postal_argentino
2860,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR EL RESPLANDOR,,,,,LLERENA 2727,LLERENA,2727,PARQUE CHAS,COMUNA 15,-34.5866196698029,-58.4764433662213,,,,,,,CONABIP,,,,,,1427,C1427DEG
373,CENTRO CULTURAL,,CENTRO CULTURAL DIN,,,,,Avalos 1090,AVALOS,1090,PARQUE CHAS,COMUNA 15,-34.587211122415,-58.47453152640671,,,,https://www.facebook.com/eldinclub/,,,,,,,,,1427,C1427AXN
398,CENTRO CULTURAL,,CENTRO CULTURAL PLAN B,BAR,,,,DE LOS INCAS AV. 4544,DE LOS INCAS AV.,4544,PARQUE CHAS,COMUNA 15,-34.581768993088104,-58.4748569594571,5454-0000 / 4522-0505,EMMANUELRAGGI@HOTMAIL.COM. PLANBRESTOBAR@HOTMAIL.COM,,,,,,,,,,,1427,C1427DNX
1657,LIBRERIA,,DEL SIGNO,,,,,LLERENA 2646,LLERENA,2646,PARQUE CHAS,COMUNA 15,-34.5858108,-58.4752342,54-11-45230153,fleischerariel@yahoo.com.ar,https://www.edicionesdelsigno.com.ar/,,,,,,,,,,1427,C1427DEF
2625,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE INVESTIGACIONES MEDICAS,,,,,COMBATIENTES DE MALVINAS AV. 3150,COMBATIENTES DE MALVINAS AV.,3150,PARQUE CHAS,COMUNA 15,-34.5843451942696,-58.4724515828243,(011) 4514-8701 al 8704,BIBLIOTECA@LANARI.FMED.UBA.AR,HTTP://WWW.LANARI.FMED.UBA.AR/,,,,CAICYT,,,,,,1427,C1427ARO
357,CENTRO CULTURAL,,CENTRO CULTURAL AGRONOMIA,,,,,SAN MARTIN AV. 4453,SAN MARTIN AV.,4453,AGRONOMIA,COMUNA 15,-34.598015000000004,-58.4823626,4524-4027,CULTURA@AGRO.UBA.AR,WWW.AGRO.UBA.AR,,,,,,,,,,1417,C1417DSE
303,CENTRO CULTURAL,,ALTER EGO,BAR,,,,SAN MARTIN AV. 5759,SAN MARTIN AV.,5759,AGRONOMIA,COMUNA 15,-34.596528799999994,-58.4975951,4684-0590 / 3659-9294,TAREKHAIEK@HOTMAIL.COM,,,,,,,,,,,1419,C1419IBA
1,BAR,CULTURAL,FIVE,ESPACIO ESCENICO,,,,BEIRO. FRANCISCO AV. 3095,BEIRO. FRANCISCO AV.,3095,AGRONOMIA,COMUNA 15,-34.5965013,-58.496795299999995,,,,WWW.FACEBOOK.COM/BAR5FIVE/,,,,,,,,,1419,C1419HYE
396,CENTRO CULTURAL,,CENTRO CULTURAL MARTIN FIERRO,,,,,CHORROARIN AV. 280,CHORROARIN AV.,280,AGRONOMIA,COMUNA 15,-34.596158435362,-58.47762062736611,4524-8498,CENTROCULTURAL@FVET.UBA.AR,WWW.FVET.UBA.AR,,,,,,,,,,1427,C1427CWO
1591,LIBRERIA,,EUDEBA SEDE PATERNAL,,,,,SAN MARTIN AV. 4453,SAN MARTIN AV.,4453,AGRONOMIA,COMUNA 15,-34.598017999999996,-58.482362800000004,,,,,,,,,,,,,1417,C1417DSE
2495,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA Y CENTRO MULTIMEDIA,,,,,CHORROARIN AV. 280,CHORROARIN AV.,280,AGRONOMIA,COMUNA 15,-34.596158435362,-58.47762062736611,4524 8422 Fax: 4524-8480,BIBLIO@FVET.UBA.AR,WWW.FVET.UBA.AR/BIBLIOTECA/BCM.HTM,,,,BIBLIOMED,SIDALC,SISBI,,,,1427,C1427CWO
2675,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA CENTRAL FACULTAD DE AGRONOMIA .UNIVERSIDAD DE BUENOS AIRES,,,,,SAN MARTIN AV. 4453,SAN MARTIN AV.,4453,AGRONOMIA,COMUNA 15,-34.5980180357964,-58.4823627789416,4524-8013 (sala) /8020 (direcciÃ‘n),"BIBLIOTE@AGRO.UBA.AR, HEMEROTE@AGRO.UBA.AR",WWW.AGRO.UBA.AR/BIBLIOTECA,,,,SISBI,,,,,,1417,C1417DSE
2676,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA DEL PAA,,,,,SAN MARTIN AV. 4453,SAN MARTIN AV.,4453,AGRONOMIA,COMUNA 15,-34.5980180357964,-58.4823627789416,4524-8093/8041/2490/2499,PAABIBLI@AGRO.UBA.AR,HTTP://ORTON.CATIE.AC.CR/BIBLIOFA.HTM,,,,SIDALC,,,,,,1417,C1417DSE
2677,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - UNIVERSIDAD DE BUENOS AIRES - INSTITUTO DE ONCOLOGIA ANGEL H ROFFO,,,,,SAN MARTIN AV. 5481,SAN MARTIN AV.,5481,AGRONOMIA,COMUNA 15,-34.596839206381695,-58.4948135625784,4580-2800 al 09 Int. 227,BIBLIOTECA@INSTITUTOROFFO.COM.AR,HTTP://WWW.INSTITUTOROFFO.COM.AR,,,,CAICYT,,,,,,1417,C1417DTB
966,ESPACIO DE EXHIBICION,MUSEO,MUSEO SCOUT MS CARLOS GIAMBASTIANI,,,,,"BEIRO, FRANCISCO AV. 2300","BEIRO, FRANCISCO AV.",2300,AGRONOMIA,COMUNA 15,-34.590821638365504,-58.487440706313,,,,,,,,,,,,,1419,C1419HXO
422,CENTRO CULTURAL,,CULTURAL MORAN,"BAR, ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,MORAN. PEDRO 2147,MORAN. PEDRO,2147,AGRONOMIA,COMUNA 15,-34.587331,-58.4875811,3527-6103 / 6163-0530,CONTACTO@CULTURAMORAN.COM,https://www.culturalmoran.com,https://www.facebook.com/culturalMORAN/,https://twitter.com/culturalMORAN,https://www.instagram.com/culturalmoran/,,,,,,,1419,C1419HJA
24,BAR,CULTURAL,EL MOTIVO,,,,,CARRIL. SALVADOR MARIA DEL AV. 2400,CARRIL. SALVADOR MARIA DEL AV.,2400,AGRONOMIA,COMUNA 15,-34.587146121146105,-58.4923525256813,,,,,,,,,,,,,1419,C1419GZP
419,CENTRO CULTURAL,,CONSERVATORIO GRASSI URQUIZA,ESPACIO DE FORMACION,,,,COMBATIENTES DE MALVINAS AV. 3562,COMBATIENTES DE MALVINAS AV.,3562,VILLA ORTUZAR,COMUNA 15,-34.5783684519337,-58.47698395932879,5603-3176 / 4523-3637,RAMIROROBALLOS@GMAIL.COM,,,,,,,,,,,1431,C1431FTD
550,CENTRO CULTURAL,,OTRA HISTORIA,ESPACIO ESCENICO,,,,ESTOMBA 851,ESTOMBA,851,VILLA ORTUZAR,COMUNA 15,-34.5834109,-58.4647887,45519266,OTRAHISTORIASALA@GMAIL.COM,http://otrahistoriasala.blogspot.com/,https://www.facebook.com/otrahistoriaclubcultural/,,,,,,,,,1427,C1427COS
1398,ESPACIO ESCENICO,,TAUIL JUAN CARLOS,,,,,Charlone 1752,CHARLONE,1752,VILLA ORTUZAR,COMUNA 15,-34.5806191272298,-58.4666078183124,,,,,,,,,,,,,1427,C1427BYJ
254,CALESITA,,CALESITA DE LA PLAZA 25 DE AGOSTO,,,,,CHARLONE,CHARLONE,nan,VILLA ORTUZAR,COMUNA 15,-34.5805659607802,-58.4620858062784,,,,,,,,,,,,,,
996,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL ROBERTO SANTORO,,SI,,,GIRIBONE 1961,GIRIBONE,1961,VILLA ORTUZAR,COMUNA 15,-34.5793777,-58.469074600000006,4552-1690,CCROBERTOSANTORO@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,,1427,C1427CBE
1238,ESPACIO ESCENICO,SALA DE TEATRO,EL ARBOL. CENTRO DE INVESTIGACION TEATRAL,,,,,14 DE JULIO 1261,14 DE JULIO,1261,VILLA ORTUZAR,COMUNA 15,-34.578934178341605,-58.4617456368053,4555-7652,TEATRO@RAULMERENUK.COM.AR,WWW.RAULMERENUK.COM.AR,,,,,,,,,,1427,C1427CJY
1226,ESPACIO ESCENICO,SALA DE TEATRO,EL BRIO TEATRO,ESPACIO DE FORMACION,SI,,,ALVAREZ THOMAS AV. 1582,ALVAREZ THOMAS AV.,1582,VILLA ORTUZAR,COMUNA 15,-34.578715655029505,-58.4643799427377,,ELBRIOTEATRO@GMAIL.COM,,WWW.FACEBOOK.COM/ELBRIOTEATRO/,,,ESCENA,,,,,,1427,C1427CDP
1157,ESPACIO ESCENICO,SALA DE TEATRO,GRANATE,"ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,ALVAREZ THOMAS AV. 1529,ALVAREZ THOMAS AV.,1529,VILLA ORTUZAR,COMUNA 15,-34.57844229999999,-58.4637753,5592-1932,ESTUDIOGRANATE@GMAIL.COM,WWW.ESPACIOGRANATE.COM,WWW.FACEBOOK.COM/GRANATE.ESPACIO/,,https://www.instagram.com/espacio_granate/,ESCENA,,,,,,1427,C1427CDC
2801,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA ESPELEOLOGICA DEL GEA DR. EMILIO MAURY,,,,,HEREDIA 426,HEREDIA,426,VILLA ORTUZAR,COMUNA 15,-34.5873767603015,-58.465925797415,(011) 4552-1716,INFO@GEA.ORG.AR,HTTP://WWW.GEA.ORG.AR/,,,,CAICYT,,,,,,1427,C1427CNF
3087,ESPACIO DE FORMACION,,"INSTITUTO SUPERIOR DE FORMACION ARTISTICA DE MUSICA ""JUAN PEDRO ESNAOLA""",,,,,GIRARDOT 1946,GIRARDOT,1946,VILLA ORTUZAR,COMUNA 15,-34.585064200000005,-58.47141479999999,4521-5831 / 4553-4565,INFOESNAOLA@YAHOO.COM.AR,,,,,,,,,,,1427,C1427AKP
548,CENTRO CULTURAL,,OIHOY CASA ABIERTA,"BAR, ESPACIO ESCENICO, ESPACIO DE FORMACION",,,,14 DE JULIO 426,14 DE JULIO,426,VILLA ORTUZAR,COMUNA 15,-34.5883775,-58.464717500000006,4551-0070,RECEPCION@OIHOY.COM.AR,WWW.OIHOY.BLOGSPOT.COM.AR,WWW.FACEBOOK.COM/OIHOY/,,,,,,,,,1427,C1427CJJ
978,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL NUESTRA TIERRA,,SI,,,IRIARTE. GRAL. AV.,IRIARTE. GRAL. AV.,3500,BARRACAS,COMUNA 04,-34.6514313318818,-58.3966192359385,4302-4324,LUISABOGGI@YAHOO.COM.AR,WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,,1437,C1437JQN
2317,MONUMENTOS Y LUGARES HISTORICOS,,ASOCIACION ARGENTINA DE ACTORES,,,,,BARILOCHE Y CHUBUT,BARILOCHE,nan,BARRACAS,COMUNA 04,-34.649,-58.39125,,,,,,,,,,,,,,
376,CENTRO CULTURAL,,CENTRO CULTURAL EL PERRO,,,,,SUAREZ 3000,SUAREZ,3000,BARRACAS,COMUNA 04,-34.6434288721465,-58.3912339109795,,CENTROCULTURALELPERRO@GMAIL.COM,HTTP://ELPERROCENTROCULTURAL.TUMBLR.COM/,,,,,,,,,,1284,C1284AGP
407,CENTRO CULTURAL,,CHAU CHE CLU,,,,,VELEZ SARSFIELD AV. 216,VELEZ SARSFIELD AV.,216,BARRACAS,COMUNA 04,-34.6368029089807,-58.3900374687689,4260-3446 / 3341-3772,CHAUCHECLU@GMAIL.COM,,,,,,,,,,,1282,C1282AFP
1373,ESPACIO ESCENICO,,GALPON V,,,,,VELEZ SARSFIELD AV. 218,VELEZ SARSFIELD AV.,218,BARRACAS,COMUNA 04,-34.6368029089807,-58.3900374687689,4304-4305,,,,,,,,,,,,1282,C1282AFP
851,ESPACIO DE EXHIBICION,MUSEO,LABORATORIOS E INSTITUTOS DE SALUD DR. CARLOS G. MALBRAN,,,,INPB MUSEO SERPENTARIO,VELEZ SARSFIELD AV. 563,VELEZ SARSFIELD AV.,563,BARRACAS,COMUNA 04,-34.641838299999996,-58.3898652,4302-2888 / 4303-1732 / 2492,INPB@ANLIS.GOB.AR,WWW.ANLIS.GOV.AR,,,,,,,,,,1282,C1282AFF
2352,MONUMENTOS Y LUGARES HISTORICOS,,LABORATORIOS E INSTITUTOS DE SALUD DR. CARLOS G. MALBRAN,,,,PABELLON PRINCIPAL,BLANDENGUES 1250,BLANDENGUES,1250,BARRACAS,COMUNA 04,-34.649,-58.38981999999999,,,,,,,,,,,,,1286,C1286ACB
2353,MONUMENTOS Y LUGARES HISTORICOS,,LABORATORIOS E INSTITUTOS DE SALUD DR. CARLOS G. MALBRAN,,,,PREDIO ADMINISTRACION,BLANDENGUES 1250,BLANDENGUES,1250,BARRACAS,COMUNA 04,-34.649,-58.38981999999999,,,,,,,,,,,,,1286,C1286ACB
1712,LIBRERIA,,MACEDONIO,,,,,FINOCHIETTO ENRIQUE DR. 1821,FINOCHIETTO ENRIQUE DR.,1821,BARRACAS,COMUNA 04,-34.63532070000001,-58.3892446,4304-6312,info@macedoniolibros.com.ar,https://www.facebook.com/libros.macedonio/,,,,,,,,,,1275,C1275AAM
2346,MONUMENTOS Y LUGARES HISTORICOS,,BASILICA SAGRADO CORAZON DE JESUS,,,,,VELEZ SARSFIELD AV. 1341,VELEZ SARSFIELD AV.,1341,BARRACAS,COMUNA 04,-34.65028,-58.38916999999999,,,,,,,,,,,,,1285,C1285AAC
535,CENTRO CULTURAL,,LUZURIAGA CLUB SOCIAL,ESPACIO ESCENICO,,,,LUZURIAGA 348,LUZURIAGA,348,BARRACAS,COMUNA 04,-34.6382908,-58.3884594,4076-9096,INFO@LUZURIAGA.CLUB MONISZAL@GMAIL.COM,,,,,,,,,,,1280,C1280ACH
272,CALESITA,,LA CALESITA DE ANTONIO,,,,,IRIARTE. GRAL. AV.,IRIARTE. GRAL. AV.,nan,BARRACAS,COMUNA 04,-34.6512132786859,-58.3877693483532,,,,,,,,,,,,,,
455,CENTRO CULTURAL,,ESPACIO CULTURAL DEL SUR,,SI,,,CASEROS AV. 1750,CASEROS AV.,1750,BARRACAS,COMUNA 04,-34.633313621037004,-58.3868124706218,4306-0301 / 4305-6653,CCULTURALSUR@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/CULTURA/PROMOCION/ESPACIOSCULTURALES/DELSUR,,,,,,,,,,1152,C1152ABN
306,CENTRO CULTURAL,,ASOC. CIVIL LA BOMBOCOVA,,,,,Perdriel 449,PERDRIEL,449,BARRACAS,COMUNA 04,-34.6384804452377,-58.3866584578103,,-,http://labombocova.com/equipo/,https://www.facebook.com/labombocova,,,,,,,,,1280,C1280AEI
976,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL LA USINA,,SI,,,SANTO DOMINGO 2752,SANTO DOMINGO,2752,BARRACAS,COMUNA 04,-34.6535612862761,-58.38534741927071,4301-8766,LAUSINA@YAHOO.COM.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,,1293,C1293AGH
2387,MONUMENTOS Y LUGARES HISTORICOS,,HOSPITAL BORDA,,,,,ALCORTA. AMANCIO AV. 1602,ALCORTA. AMANCIO AV.,1602,BARRACAS,COMUNA 04,-34.63597,-58.3856,,,,,,,,,,,,,1283,C1283AAP
2602,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA - ADMINISTRACION NACIONAL DE LABORATORIOS E INSTITUTOS DE SALUD - INSTITUTO NACIONAL DE ENFERMEDADES INFECCIOSAS,,,,,VELEZ SARSFIELD AV. 563,VELEZ SARSFIELD AV.,563,BARRACAS,COMUNA 04,-34.6418431607166,-58.3898629101401,(011) 4303-1809. 1811. 1433. 1288 Int. 219^d(011) 4303-3168,MIDEMITRI@ANLIS.GOV.AR,HTTP://WWW.ANLIS.GOV.AR/INEI/INEI.HTM,,,,CAICYT,,,,,,1282,C1282AFF
2938,BIBLIOTECA,ESPECIALIZADA EMPRESARIAL,BIBLIOTECA MEDICA,,,,,PERDRIEL 74,PERDRIEL,74,BARRACAS,COMUNA 04,-34.6347910675592,-58.3879772826615,(011) 4304-3393 4309-6870/6871,BIBLIOTECA@HBRITANICO.COM.AR,,,,,CAICYT,,,,,,1280,C1280AEB
438,CENTRO CULTURAL,,EL MAS ACA CLUB CULTURAL,GALERIA DE ARTE,,,,CASEROS AV. 514,CASEROS AV.,514,BARRACAS,COMUNA 04,-34.6268633,-58.3728321,4300-7010 / 6488-3344,COORDINACION@ELMASACACLUB.COM,https://www.elmasacaclub.com/,https://www.facebook.com/elmasacaclub/,,@ELMASACACLUB,,,,,,,1152,C1152AAO
567,CENTRO CULTURAL,,SOCIEDAD LUZ,"BIBLIOTECA, ESPACIO ESCENICO",,,,SUAREZ 1301,SUAREZ,1301,BARRACAS,COMUNA 04,-34.6381033,-58.3707579,4301-2586,INFOSOCIEDADLUZ@GMAIL.COM,WWW.SOCIEDADLUZ.ORG.AR,https://www.facebook.com/SociedadLuzUniversidadPopular/,,https://www.instagram.com/sociedadluz/,,,,,,,1288,C1288AEC
2787,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR DE BARRACAS,,,,,"JOVELLANOS, GASPAR M. DE 1051","JOVELLANOS, GASPAR M. DE",1051,BARRACAS,COMUNA 04,-34.6417684172691,-58.3717988466939,,BIBLIOBARRACAS@YAHOO.COM.AR,,,,,CONABIP,,,,,,1269,C1269ACC
3008,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR DR. ANGEL A. GIMENEZ,,,,,SUAREZ 1301,SUAREZ,1301,BARRACAS,COMUNA 04,-34.6381081296522,-58.37075490922461,,BIBGIMENEZ@TUTOPIA.COM,,,,,CONABIP,,,,,,1288,C1288AEC
3071,ESPACIO DE FORMACION,,"ESCUELA DE BELLAS ARTES DE N4 ""MANUEL BELGRANO"" ESCUELA MEDIA",,,,,VILLAFAÑE. WENCESLAO 1342,VILLAFAÑE. WENCESLAO,1342,BARRACAS,COMUNA 04,-34.634831299999995,-58.3717336,4362-0598 / 0853,EBAMANUELBELGRANO@YAHOO.COM.AR,,,,,,,,,,,1295,C1295AED
3083,ESPACIO DE FORMACION,,"INSTITUTO SUPERIOR DE FORMACION ARTISTICA DE ARTES VISUALES ""MANUEL BELGRANO""",,,,,VILLAFAÑE. WENCESLAO 1342,VILLAFAÑE. WENCESLAO,1342,BARRACAS,COMUNA 04,-34.634831299999995,-58.3717336,4362-0598 / 0853,ISFAMBELGRANO@GMAIL.COM,,,,,,,,,,,1295,C1295AED
211,BAR,NOTABLE,LA FLOR DE BARRACAS,,,,,SUAREZ AV. 2095,SUAREZ AV.,2095,BARRACAS,COMUNA 04,-34.6418186,-58.379495999999996,4302-7924,,,,,,,,,,,,1288,C1288AFC
186,BAR,NOTABLE,LOS LAURELES,,,,,IRIARTE. GRAL. AV. 2290,IRIARTE. GRAL. AV.,2290,BARRACAS,COMUNA 04,-34.6494521368468,-58.379426281087895,4303-3393,BARLOSLAURELES@HOTMAIL.COM,,www.facebook.com/BarLosLaureles/,,https://www.instagram.com/bar.los.laureles/,AOM,,,,,,1291,C1291ACB
1008,ESPACIO DE FORMACION,,CENTRO METROPOLITANO DE DISEÑO (CMD),,,,,ALGARROBO 1041,ALGARROBO,1041,BARRACAS,COMUNA 04,-34.6547567280533,-58.3793388877363,4126-2950,DISTRITODEDISENO@BUENOSAIRES.GOB.AR,HTTP://WWW.BUENOSAIRES.GOB.AR/CMD,,,,,,,,,,1293,C1293ABA
1017,ESPACIO DE FORMACION,,FUNDACION LEBENSOHN,,,,,HORNOS. GRAL. 238,HORNOS. GRAL.,238,BARRACAS,COMUNA 04,-34.6309755041358,-58.378358171971705,5093-6750 / 58,INFO@FUNDACIONLEBENSOHN.ORG.AR,WWW.FUNDACIONLEBENSOHN.ORG.AR,,,,,,,,,,1272,C1272ACD
1194,ESPACIO ESCENICO,SALA DE TEATRO,CIRCUITO CULTURAL BARRACAS,ESPACIO DE FORMACION,SI,,,IRIARTE. GRAL. AV. 2165,IRIARTE. GRAL. AV.,2165,BARRACAS,COMUNA 04,-34.6489464705798,-58.37784359624129,4302-6825,CCBARRACAS@SPEEDY.COM.AR,WWW.CCBARRACAS.COM.AR,WWW.FACEBOOK.COM/CCBARRACAS/,@CCBARRACAS EL CIRCUITO,https://www.instagram.com/ccbarracas/,ARTEI,RED TEATRO COMUNITARIO,CULTURA VIVA COMUNITARIA,SI,,,1291,C1291ABQ
271,CALESITA,,CALESITA DE DON PEPE,,,,,HERRERA,HERRERA,nan,BARRACAS,COMUNA 04,-34.637960843013204,-58.377464794035596,,,,,,,,,,,,,,
861,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE LA BALANZA BERNARDO FERNANDEZ DE DIOS,,,,,CALIFORNIA 2000,CALIFORNIA,2000,BARRACAS,COMUNA 04,-34.6476576683797,-58.3765817134853,4303-0000,MUSEOBALANZA@GMAIL.COM,WWW.FACEBOOK.COM/PAGES/MUSEO-DE-LA-BALANZA/277981605557473,,,,,,,,,,1289,C1289AAN
1648,LIBRERIA,,CASA DE LIBROS FICCIONES,,,,,"MONTES DE OCA, MANUEL AV. 367","MONTES DE OCA, MANUEL AV.",367,BARRACAS,COMUNA 04,-34.6327961,-58.3760685,4218-6224,jakadasneves@hotmail.com,https://www.facebook.com/Casa-de-libros-Ficciones-510926372268836/,,,,,,,,,,1270,C1270AAD
148,BAR,MILONGA Y/O TANGUERIA,SEÑOR TANGO,,,,,VIEYTES 1655,VIEYTES,1655,BARRACAS,COMUNA 04,-34.6526871,-58.3757934,4303-0231,INFO@SRTANGO.COM,WWW.SENORTANGO.COM.AR,,,,,,,,,,1275,C1275AGQ
312,CENTRO CULTURAL,,ASOCIACION DANTE ALIGHIERI,,,MONDES DE OCA,,MONTES DE OCA. MANUEL AV. 501,MONTES DE OCA. MANUEL AV.,501,BARRACAS,COMUNA 04,-34.6342643,-58.375556499999995,4307-6442,BARRACAS@DANTE.EDU.AR,,,,,,,,,,,1270,C1270AAF
1662,LIBRERIA,,TIENDA RUMBOS,,,,,FINOCHIETTO ENRIQUE DR. 728,FINOCHIETTO ENRIQUE DR.,728,BARRACAS,COMUNA 04,-34.6287668627392,-58.3748910486245,,,,,,,,,,,,,1143,C1143ABH
2261,MONUMENTOS Y LUGARES HISTORICOS,,SALA DE SESIONES DE LA ANTIGUA JUNTA DE REPRESENTANTES DE LA PROVINCIA DE BUENOS AIRES,,,,,MONTES DE OCA. MANUEL AV. 1039,MONTES DE OCA. MANUEL AV.,1039,BARRACAS,COMUNA 04,-34.6391945,-58.3743331,,,,,,,,,,,,,1270,C1270AAK
1596,LIBRERIA,,EUDEBA CBC MONTES DE OCA,,,,,"MONTES DE OCA, MANUEL AV. 1120","MONTES DE OCA, MANUEL AV.",1120,BARRACAS,COMUNA 04,-34.6410266923839,-58.374042371734106,,,,,,,,,,,,,1270,C1270AAY
803,ESPACIO DE EXHIBICION,GALERIA DE ARTE,FINO 630,,,,,FINOCHIETTO ENRIQUE DR. 630,FINOCHIETTO ENRIQUE DR.,630,BARRACAS,COMUNA 04,-34.628430943354005,-58.373890301307,,,http://www.fino630.com.ar/,,,@ESPACIOFINOCHIETTO,,,,,,,1143,C1143ABF
2138,MONUMENTOS Y LUGARES HISTORICOS,,IGLESIA SANTA FELICITAS,,,,,ISABEL LA CATOLICA 502,ISABEL LA CATOLICA,502,BARRACAS,COMUNA 04,-34.637159999999994,-58.37364,,,,,,,,,,,,,1268,C1268ACL
1464,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,CLUB PLASMA,,SI,,,PIEDRAS 1856,PIEDRAS,1856,BARRACAS,COMUNA 04,-34.6299947622593,-58.3731778129965,15-6374-6565,PRODUCCIONPLASMA@GMAIL.COM,,https://www.facebook.com/plasmaclub/,,https://www.instagram.com/club_plasma/,CLUMVI,,,,,,1140,C1140ABN
191,BAR,NOTABLE,EL PROGRESO,,,,,"MONTES DE OCA, MANUEL AV. 1700","MONTES DE OCA, MANUEL AV.",1700,BARRACAS,COMUNA 04,-34.6465553074732,-58.3729779801684,4301-0671,ELPROGRESO@BARELPROGRESO.COM.AR,WWW.BARELPROGRESO.COM.AR,https://www.facebook.com/bar.elprogreso/,,@barelprogreso,,,,,,,1270,C1270ABQ
2126,MONUMENTOS Y LUGARES HISTORICOS,,SOLAR DONDE VIVIO Y MURIO EL ALTE. GUILLERMO BROWN,,,,,GARCIA. MARTIN AV. 593,GARCIA. MARTIN AV.,593,BARRACAS,COMUNA 04,-34.631440000000005,-58.372519999999994,,,,,,,,,,,,,1268,C1268ABB
952,ESPACIO DE EXHIBICION,MUSEO,MUSEO DE LOS TUNELES SANTA FELICITAS Y TEMPLO ESCONDIDO,,,,,PINZON 1480,PINZON,1480,BARRACAS,COMUNA 04,-34.636907072531,-58.3723478268395,4303-2755,VISITASGUIADAS@FELICITASMUSEO.ORG.AR,http://www.museosantafelicitas.org.ar/,https://www.facebook.com/museosantafelicitas/,,,,,,,,,1287,C1287ACF
2477,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA NORMAL SUPERIOR N°  05 GRAL MARTIN MIGUEL DE GÜEMES,,,,,ARCAMENDIA 743,ARCAMENDIA,743,BARRACAS,COMUNA 04,-34.6412460697034,-58.37996691716349,4301-9690,JUDITHLINA@HOTMAIL.COM,HTTP://ENS5.BUENOSAIRES.EDU.AR/INDEX.HTM,,,,COMENIUS,,,,,,1274,C1274AAC
2708,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA TALLER TAREA - TT,,,,,"QUINQUELA MARTIN, BENITO 1784","QUINQUELA MARTIN, BENITO",1784,BARRACAS,COMUNA 04,-34.6439561836667,-58.3748568563408,(011) 4301-4056 / 4302-2381,AGAYOSO@UNSAM.EDU.AR,,,,,UNID,,,,,,1296,C1296ADJ
2864,BIBLIOTECA,ESCOLAR,BIBLIOTECA - ESCUELA TECNICA N°  4 DE 5 REPUBLICA DEL LIBANO,,,,,"MONTES DE OCA, MANUEL AV. 121","MONTES DE OCA, MANUEL AV.",121,BARRACAS,COMUNA 04,-34.6302044594568,-58.377135310818005,4307-6913 / 6051,PATOABRIL@HOTMAIL.COM,HTTP://WWW.BUENOSAIRES.GOV.AR/AREAS/EDUCACION/BIBLEDUC/RED_SECUNBIB/INDEX.PHP?MENU_ID=33286,,,,SECUNBIB,,,,,,1270,C1270AAB
2865,BIBLIOTECA,ESPECIALIZADA GUBERNAMENTAL,BIBLIOTECA DEL CENTRO ARGENTINO DE DATOS OCEANOGRAFICOS,,,,,"MONTES DE OCA, MANUEL AV. 2124","MONTES DE OCA, MANUEL AV.",2124,BARRACAS,COMUNA 04,-34.6513693555935,-58.371324760134,4301-0061/67 int 4014,CEADO@HIDRO.GOV.AR,WWW.CEADO.GOB.AR/,,,,REBIFA,,,,,,1270,C1270ABV
